id,id,is_iceberg,predicted,prob,inc_angle,highlight
1f39cbec,1f39cbec,1,,,42.5598,"(65.0, 40.0)"
1f81137d,1f81137d,1,,,36.1061,"(25.0, 41.0)"
1ffde571,1ffde571,1,,,42.5598,"(33.0, 37.0)"
20483e06,20483e06,1,,,38.02,"(31.0, 40.0)"
204941f0,204941f0,0,,,42.4664,"(48.0, 13.0)"
204afe46,204afe46,1,,,32.801,"(24.0, 50.0)"
207b59dd,207b59dd,1,,,41.4339,"(42.0, 4.0)"
20936ccc,20936ccc,1,,,45.2859,"(23.0, 17.0)"
20b1e634,20b1e634,1,,,34.4718,"(34.0, 30.0)"
20e4176e,20e4176e,0,,,35.5896,"(33.0, 52.0)"
20e53553,20e53553,1,,,38.9054,"(17.0, 16.0)"
2133a43f,2133a43f,1,,,45.2652,"(51.0, 2.0)"
213dc696,213dc696,1,,,42.565,"(31.0, 36.0)"
215c1fb8,215c1fb8,0,,,32.4245,"(18.0, 15.0)"
2164c343,2164c343,0,,,36.4718,"(16.0, 53.0)"
2181e24f,2181e24f,1,,,35.669,"(71.0, 2.0)"
219feadf,219feadf,0,,,34.0453,"(36.0, 61.0)"
220fdeb8,220fdeb8,0,,,43.1463,"(42.0, 46.0)"
224d5423,224d5423,1,,,37.2294,"(39.0, 13.0)"
2256d68f,2256d68f,1,,,38.4755,"(39.0, 38.0)"
22679531,22679531,1,,,35.6334,"(41.0, 31.0)"
2281fa30,2281fa30,1,,,41.4386,"(48.0, 51.0)"
22b5520d,22b5520d,1,,,34.4721,"(28.0, 31.0)"
22d5ef75,22d5ef75,0,,,44.4586,"(39.0, 49.0)"
22f9a871,22f9a871,1,,,33.635,"(52.0, 40.0)"
23067646,23067646,1,,,35.2945,"(11.0, 48.0)"
2330d08a,2330d08a,0,,,37.1962,"(38.0, 40.0)"
2334265c,2334265c,1,,,40.3944,"(64.0, 66.0)"
2336fe9c,2336fe9c,1,,,34.4721,"(48.0, 37.0)"
23f30ff1,23f30ff1,1,,,39.234,"(39.0, 36.0)"
23fbfa2e,23fbfa2e,1,,,44.5984,"(36.0, 39.0)"
244f8117,244f8117,0,,,na,"(36.0, 37.0)"
246a9cf9,246a9cf9,0,,,38.0583,"(10.0, 15.0)"
24720922,24720922,0,,,37.2428,"(32.0, 41.0)"
249dac4a,249dac4a,1,,,42.5591,"(2.0, 38.0)"
24b80632,24b80632,1,,,39.6261,"(31.0, 25.0)"
24d42321,24d42321,1,,,38.4591,"(40.0, 39.0)"
25099fdb,25099fdb,1,,,40.4067,"(32.0, 34.0)"
2516509b,2516509b,0,,,38.1403,"(39.0, 22.0)"
251cbbb3,251cbbb3,0,,,41.8393,"(27.0, 20.0)"
2539742b,2539742b,0,,,na,"(1.0, 56.0)"
25653d70,25653d70,0,,,33.2077,"(2.0, 18.0)"
256a8dc2,256a8dc2,1,,,44.6196,"(34.0, 38.0)"
25728745,25728745,1,,,45.2901,"(37.0, 11.0)"
258ae38c,258ae38c,1,,,39.2325,"(70.0, 68.0)"
25ce9d84,25ce9d84,0,,,35.6526,"(41.0, 44.0)"
25d6248f,25d6248f,0,,,35.7863,"(30.0, 37.0)"
261d5678,261d5678,0,,,37.2428,"(35.0, 22.0)"
266d249e,266d249e,0,,,43.2328,"(63.0, 49.0)"
267afe4f,267afe4f,0,,,40.4366,"(28.0, 47.0)"
267dcb11,267dcb11,0,,,33.2169,"(33.0, 13.0)"
26d5cd61,26d5cd61,0,,,38.7507,"(41.0, 47.0)"
26e49ee1,26e49ee1,0,,,38.7487,"(42.0, 51.0)"
26f7b798,26f7b798,0,,,45.2393,"(22.0, 31.0)"
26fb0d4f,26fb0d4f,1,,,43.2611,"(39.0, 35.0)"
271f93f4,271f93f4,0,,,35.6256,"(33.0, 35.0)"
2757a316,2757a316,0,,,na,"(8.0, 6.0)"
275c2a27,275c2a27,0,,,39.647,"(15.0, 44.0)"
278ccc7f,278ccc7f,1,,,43.2559,"(46.0, 35.0)"
27ac12ee,27ac12ee,1,,,36.9198,"(23.0, 49.0)"
28224273,28224273,0,,,na,"(37.0, 37.0)"
28612c22,28612c22,1,,,40.4052,"(43.0, 35.0)"
28758181,28758181,1,,,33.6523,"(11.0, 4.0)"
28c78338,28c78338,0,,,43.0876,"(42.0, 27.0)"
28de1d17,28de1d17,0,,,42.5376,"(28.0, 21.0)"
28f7ea4d,28f7ea4d,0,,,34.0467,"(47.0, 32.0)"
29039eaa,29039eaa,1,,,45.356,"(12.0, 20.0)"
291c8713,291c8713,1,,,36.1061,"(31.0, 30.0)"
292af507,292af507,1,,,39.9795,"(42.0, 54.0)"
294fd9e6,294fd9e6,0,,,34.8705,"(47.0, 7.0)"
2951d5a2,2951d5a2,0,,,42.5612,"(47.0, 51.0)"
296aba5b,296aba5b,1,,,36.1061,"(15.0, 54.0)"
29795667,29795667,1,,,44.615,"(36.0, 37.0)"
298f49d1,298f49d1,1,,,40.7118,"(44.0, 48.0)"
299c9b05,299c9b05,1,,,45.2814,"(9.0, 19.0)"
29ad22d1,29ad22d1,1,,,38.1062,"(53.0, 8.0)"
29c69ecb,29c69ecb,1,,,43.2611,"(28.0, 31.0)"
2a17f6c4,2a17f6c4,0,,,33.2251,"(34.0, 25.0)"
2a3f1b90,2a3f1b90,0,,,24.7546,"(65.0, 32.0)"
2a73c7e8,2a73c7e8,0,,,na,"(20.0, 24.0)"
2abe1a3d,2abe1a3d,1,,,42.1483,"(50.0, 50.0)"
2acd2386,2acd2386,1,,,34.4721,"(29.0, 44.0)"
2b2a2862,2b2a2862,0,,,41.8664,"(34.0, 39.0)"
2b88818c,2b88818c,1,,,42.5591,"(40.0, 36.0)"
2b92dadd,2b92dadd,0,,,na,"(58.0, 58.0)"
2bcec785,2bcec785,0,,,31.384,"(15.0, 71.0)"
2c039c2f,2c039c2f,1,,,37.6894,"(45.0, 27.0)"
2c4668f9,2c4668f9,1,,,34.0021,"(43.0, 8.0)"
2c5a3ed7,2c5a3ed7,1,,,40.3944,"(18.0, 14.0)"
2c95c823,2c95c823,1,,,43.2697,"(73.0, 8.0)"
2cc2bcec,2cc2bcec,1,,,38.4741,"(64.0, 28.0)"
2d0224a0,2d0224a0,0,,,45.1214,"(39.0, 46.0)"
2d0612ad,2d0612ad,0,,,41.1289,"(37.0, 19.0)"
2d253f1c,2d253f1c,0,,,39.6636,"(38.0, 27.0)"
2d272de7,2d272de7,0,,,39.6982,"(34.0, 15.0)"
2d29483b,2d29483b,0,,,33.1877,"(38.0, 33.0)"
2d348f42,2d348f42,1,,,40.3449,"(62.0, 57.0)"
2d736d0a,2d736d0a,0,,,44.0359,"(29.0, 23.0)"
2d8a438e,2d8a438e,0,,,33.0556,"(40.0, 40.0)"
2d8ace41,2d8ace41,1,,,35.6588,"(6.0, 15.0)"
2d9d69ec,2d9d69ec,0,,,42.4142,"(60.0, 26.0)"
2dcfd785,2dcfd785,0,,,33.0605,"(11.0, 17.0)"
2dfb666c,2dfb666c,1,,,45.2859,"(34.0, 37.0)"
2e4eb968,2e4eb968,1,,,34.4709,"(46.0, 26.0)"
2e5462d9,2e5462d9,0,,,na,"(49.0, 4.0)"
2e5ba8a2,2e5ba8a2,0,,,40.9588,"(60.0, 18.0)"
2e5c433c,2e5c433c,1,,,33.634,"(68.0, 3.0)"
2e8b64a0,2e8b64a0,1,,,40.3797,"(46.0, 62.0)"
2ea3c9f1,2ea3c9f1,0,,,na,"(25.0, 27.0)"
2ed64fa3,2ed64fa3,0,,,34.0424,"(39.0, 21.0)"
2f23d622,2f23d622,0,,,40.367,"(26.0, 65.0)"
2f2975c0,2f2975c0,0,,,34.9664,"(31.0, 52.0)"
2f349ae8,2f349ae8,1,,,44.6246,"(35.0, 39.0)"
2f881d78,2f881d78,0,,,45.927,"(48.0, 65.0)"
2ff98f07,2ff98f07,1,,,39.2166,"(72.0, 48.0)"
30081a03,30081a03,1,,,38.0648,"(16.0, 28.0)"
301293ea,301293ea,1,,,35.2957,"(15.0, 56.0)"
3062fca8,3062fca8,1,,,39.9627,"(46.0, 30.0)"
308fc1fe,308fc1fe,0,,,42.4625,"(48.0, 60.0)"
30911a15,30911a15,0,,,39.6382,"(35.0, 51.0)"
309b5423,309b5423,0,,,40.9855,"(53.0, 48.0)"
309d22b9,309d22b9,0,,,na,"(38.0, 33.0)"
30b0cd50,30b0cd50,0,,,32.4245,"(4.0, 48.0)"
30e3bc27,30e3bc27,1,,,38.4752,"(35.0, 44.0)"
311438b5,311438b5,1,,,34.4718,"(8.0, 24.0)"
31474e5b,31474e5b,1,,,36.1227,"(26.0, 46.0)"
3184b47a,3184b47a,0,,,33.9014,"(63.0, 13.0)"
318a28af,318a28af,0,,,43.9933,"(10.0, 21.0)"
31da1a04,31da1a04,1,,,34.4751,"(52.0, 15.0)"
31dc0991,31dc0991,1,,,44.6196,"(36.0, 35.0)"
31e37d93,31e37d93,0,,,40.296,"(43.0, 48.0)"
32100ae2,32100ae2,1,,,35.2957,"(35.0, 40.0)"
32580a22,32580a22,0,,,34.8702,"(52.0, 6.0)"
325a4fad,325a4fad,1,,,36.9022,"(2.0, 26.0)"
3268312d,3268312d,0,,,34.0184,"(36.0, 7.0)"
328b74f4,328b74f4,0,,,na,"(45.0, 10.0)"
328e68bd,328e68bd,0,,,na,"(37.0, 28.0)"
32b4a247,32b4a247,1,,,45.2814,"(56.0, 29.0)"
32bcfbb7,32bcfbb7,1,,,39.2166,"(18.0, 14.0)"
32c0ddb7,32c0ddb7,1,,,42.559,"(70.0, 40.0)"
32e6a3f7,32e6a3f7,0,,,36.4505,"(37.0, 28.0)"
32f5ee95,32f5ee95,0,,,na,"(57.0, 8.0)"
33068a0e,33068a0e,0,,,36.3702,"(8.0, 58.0)"
33ea96d2,33ea96d2,0,,,40.4405,"(33.0, 30.0)"
33f313c3,33f313c3,1,,,45.2859,"(38.0, 41.0)"
34149d63,34149d63,1,,,41.8664,"(37.0, 14.0)"
3477579e,3477579e,1,,,42.1265,"(41.0, 44.0)"
348fb24c,348fb24c,0,,,41.7052,"(41.0, 50.0)"
34c4cb79,34c4cb79,0,,,35.675,"(42.0, 51.0)"
35053475,35053475,0,,,45.1181,"(29.0, 49.0)"
35080d73,35080d73,1,,,43.267,"(59.0, 49.0)"
352d238a,352d238a,1,,,32.7838,"(49.0, 55.0)"
356f8d3a,356f8d3a,1,,,36.9198,"(25.0, 48.0)"
35a8236c,35a8236c,0,,,41.1346,"(33.0, 48.0)"
35ac7dc2,35ac7dc2,1,,,42.5644,"(18.0, 55.0)"
35ba270d,35ba270d,0,,,42.5128,"(39.0, 34.0)"
36133430,36133430,0,,,40.4061,"(26.0, 38.0)"
364a544e,364a544e,1,,,40.3958,"(39.0, 62.0)"
3655bf6c,3655bf6c,0,,,33.0797,"(26.0, 25.0)"
3663415e,3663415e,0,,,44.4459,"(42.0, 47.0)"
36827c58,36827c58,0,,,41.8582,"(39.0, 61.0)"
36f28ec6,36f28ec6,0,,,41.0513,"(63.0, 29.0)"
3741117d,3741117d,1,,,36.9034,"(28.0, 30.0)"
37707ccf,37707ccf,0,,,38.1366,"(16.0, 47.0)"
379e9548,379e9548,0,,,36.4987,"(18.0, 13.0)"
37f93675,37f93675,1,,,39.6426,"(58.0, 44.0)"
3815445e,3815445e,0,,,34.1367,"(36.0, 39.0)"
388c5565,388c5565,1,,,35.2987,"(29.0, 38.0)"
389d7eaf,389d7eaf,0,,,na,"(63.0, 36.0)"
38b16888,38b16888,1,,,36.9034,"(25.0, 32.0)"
38b7eca7,38b7eca7,1,,,33.635,"(43.0, 25.0)"
390938d4,390938d4,1,,,38.4741,"(26.0, 1.0)"
39a88042,39a88042,0,,,34.1216,"(8.0, 49.0)"
39fd995a,39fd995a,0,,,na,"(22.0, 2.0)"
3a0344b8,3a0344b8,1,,,37.6877,"(51.0, 46.0)"
3a32ee9b,3a32ee9b,1,,,43.946,"(45.0, 37.0)"
3a75c2d6,3a75c2d6,1,,,45.2853,"(22.0, 52.0)"
3a75d8bc,3a75d8bc,0,,,36.3984,"(54.0, 46.0)"
3aac67cd,3aac67cd,1,,,44.624,"(31.0, 36.0)"
3ab15430,3ab15430,0,,,37.338,"(15.0, 67.0)"
3ae035d9,3ae035d9,0,,,45.8822,"(35.0, 44.0)"
3b0163d1,3b0163d1,0,,,33.4034,"(38.0, 40.0)"
3b24972b,3b24972b,0,,,41.8582,"(41.0, 55.0)"
3b431e27,3b431e27,1,,,41.877,"(46.0, 35.0)"
3b43490b,3b43490b,0,,,na,"(16.0, 0.0)"
3b716f7c,3b716f7c,1,,,36.9052,"(44.0, 22.0)"
3b81a400,3b81a400,0,,,36.5862,"(35.0, 54.0)"
3b87fc19,3b87fc19,0,,,33.0644,"(8.0, 28.0)"
3bbdc809,3bbdc809,1,,,43.256,"(45.0, 31.0)"
3bc2cad2,3bc2cad2,0,,,35.7863,"(34.0, 43.0)"
3bc5d385,3bc5d385,0,,,38.1024,"(47.0, 34.0)"
3bc6f607,3bc6f607,1,,,40.7118,"(47.0, 48.0)"
3c258588,3c258588,0,,,42.6404,"(64.0, 41.0)"
3c546105,3c546105,0,,,39.5211,"(39.0, 39.0)"
3c674328,3c674328,1,,,42.5644,"(34.0, 44.0)"
3c794f0c,3c794f0c,1,,,41.8544,"(27.0, 29.0)"
3c866636,3c866636,0,,,na,"(34.0, 26.0)"
3c98959e,3c98959e,1,,,44.0373,"(40.0, 34.0)"
3cbf9912,3cbf9912,1,,,42.5682,"(70.0, 24.0)"
3ce725ca,3ce725ca,0,,,40.9784,"(63.0, 4.0)"
3cef79cb,3cef79cb,0,,,32.4245,"(37.0, 53.0)"
3d24353c,3d24353c,0,,,31.4597,"(41.0, 42.0)"
3e07a2a6,3e07a2a6,0,,,38.1382,"(62.0, 51.0)"
3e21b615,3e21b615,1,,,39.5835,"(39.0, 36.0)"
3e241d35,3e241d35,1,,,40.7118,"(50.0, 47.0)"
3e5ec769,3e5ec769,0,,,40.3814,"(34.0, 54.0)"
3e8f7125,3e8f7125,0,,,37.97,"(13.0, 47.0)"
3efd725b,3efd725b,1,,,42.5656,"(29.0, 9.0)"
3f01fa55,3f01fa55,1,,,39.2166,"(29.0, 32.0)"
3f024bd5,3f024bd5,0,,,39.6602,"(28.0, 35.0)"
3f3813ca,3f3813ca,0,,,38.7591,"(38.0, 48.0)"
3f6778c5,3f6778c5,1,,,33.6523,"(43.0, 34.0)"
3f6e7136,3f6e7136,0,,,30.6966,"(46.0, 7.0)"
3fec3dcf,3fec3dcf,0,,,39.509,"(37.0, 39.0)"
404ef525,404ef525,1,,,38.8594,"(14.0, 14.0)"
4068c6ad,4068c6ad,1,,,43.946,"(19.0, 44.0)"
